"Order";"Level";"Code";"Parent";"Description";"This item includes";"This item also includes";"Rulings";"This item excludes"
"1209148";"4";"06.10";"06.1";"Crude petroleum";;;;
"1209149";"5";"06.10.1";"06.10";"Petroleum oils and oils obtained from bituminous minerals, crude";;;;
"1209150";"6";"06.10.10";"06.10.1";"Petroleum oils and oils obtained from bituminous minerals, crude";;;;
"1209151";"5";"06.10.2";"06.10";"Bituminous or oil shale and tar sands";;;;
"1209152";"6";"06.10.20";"06.10.2";"Bituminous or oil shale and tar sands";;;;
"1209153";"3";"06.2";"06";"Natural gas, liquefied or in gaseous state";;;;
"1209154";"4";"06.20";"06.2";"Natural gas, liquefied or in gaseous state";;;;
"1209155";"5";"06.20.1";"06.20";"Natural gas, liquefied or in gaseous state";;;;
"1209156";"6";"06.20.10";"06.20.1";"Natural gas, liquefied or in gaseous state";;;;
"1209157";"2";"07";"B";"Metal ores";;;;
"1209158";"3";"07.1";"07";"Iron ores";;;;
"1209159";"4";"07.10";"07.1";"Iron ores";;;;
"1209160";"5";"07.10.1";"07.10";"Iron ores";;;;
"1209161";"6";"07.10.10";"07.10.1";"Iron ores";;;;
"1209162";"3";"07.2";"07";"Non-ferrous metal ores";;;;
"1209163";"4";"07.21";"07.2";"Uranium and thorium ores";;;;
"1209164";"5";"07.21.1";"07.21";"Uranium and thorium ores";;;;
"1209165";"6";"07.21.10";"07.21.1";"Uranium and thorium ores";;;;
"1209166";"4";"07.29";"07.2";"Other non-ferrous metal ores and concentrates";;;;
"1209167";"5";"07.29.1";"07.29";"Other non-ferrous metal ores and concentrates";;;;
"1209168";"6";"07.29.11";"07.29.1";"Copper ores and concentrates";;;;
"1209169";"6";"07.29.12";"07.29.1";"Nickel ores and concentrates";;;;
"1209170";"6";"07.29.13";"07.29.1";"Aluminium ores and concentrates";;;;
"1209171";"6";"07.29.14";"07.29.1";"Precious metal ores and concentrates";;;;
"1209172";"6";"07.29.15";"07.29.1";"Lead, zinc and tin ores and concentrates";;;;
"1209173";"6";"07.29.19";"07.29.1";"Other non-ferrous metal ores and concentrates n.e.c.";;;;
"1209174";"2";"08";"B";"Other mining and quarrying products";;;;
"1209175";"3";"08.1";"08";"Stone, sand and clay";;;;
"1209176";"4";"08.11";"08.1";"Ornamental and building stone, limestone, gypsum, chalk and slate";;;;
"1209177";"5";"08.11.1";"08.11";"Ornamental or building stone";;;;
"1209178";"6";"08.11.11";"08.11.1";"Marble and other calcareous ornamental or building stone";;;;
"1209179";"6";"08.11.12";"08.11.1";"Granite, sandstone and other ornamental or building stone";;;;
"1209180";"5";"08.11.2";"08.11";"Limestone and gypsum";;;;
"1209181";"6";"08.11.20";"08.11.2";"Limestone and gypsum";;;;
"1209182";"5";"08.11.3";"08.11";"Chalk and uncalcined dolomite";;;;
"1209183";"6";"08.11.30";"08.11.3";"Chalk and uncalcined dolomite";;;;
"1209184";"5";"08.11.4";"08.11";"Slate";;;;
"1209185";"6";"08.11.40";"08.11.4";"Slate";;;;
"1209186";"4";"08.12";"08.1";"Gravel, sand, clays and kaolin";;;;
"1209187";"5";"08.12.1";"08.12";"Gravel and sand";;;;
"1209188";"6";"08.12.11";"08.12.1";"Natural sands";;;;
"1209189";"6";"08.12.12";"08.12.1";"Granules, chippings and powder; pebbles, gravel";;;;
"1209190";"6";"08.12.13";"08.12.1";"Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use";;;;
"1209191";"5";"08.12.2";"08.12";"Clays and kaolin";;;;
"1209192";"6";"08.12.21";"08.12.2";"Kaolin and other kaolinic clays";;;;
"1209193";"6";"08.12.22";"08.12.2";"Other clays, andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths";;;;
"1209194";"3";"08.9";"08";"Mining and quarrying products n.e.c.";;;;
"1209195";"4";"08.91";"08.9";"Chemical and fertiliser minerals";;;;
"1209196";"5";"08.91.1";"08.91";"Chemical and fertiliser minerals";;;;
"1209197";"6";"08.91.11";"08.91.1";"Natural calcium or aluminium calcium phosphates";;;;
"1209198";"6";"08.91.12";"08.91.1";"Unroasted iron pyrites; crude or unrefined sulphur";;;;
"1209199";"6";"08.91.19";"08.91.1";"Other chemical and fertiliser minerals";;;;
"1209200";"4";"08.92";"08.9";"Peat";;;;
"1209201";"5";"08.92.1";"08.92";"Peat";;;;
"1209202";"6";"08.92.10";"08.92.1";"Peat";;;;
"1209203";"4";"08.93";"08.9";"Salt and pure sodium chloride; sea water";;;;
"1209204";"5";"08.93.1";"08.93";"Salt and pure sodium chloride; sea water";;;;
"1209205";"6";"08.93.10";"08.93.1";"Salt and pure sodium chloride; sea water";;;;
"1209206";"4";"08.99";"08.9";"Other mining and quarrying products n.e.c.";;;;
"1209207";"5";"08.99.1";"08.99";"Bitumen and asphalt, natural; asphaltites and asphaltic rock";;;;
"1209208";"6";"08.99.10";"08.99.1";"Bitumen and asphalt, natural; asphaltites and asphaltic rock";;;;
"1209209";"5";"08.99.2";"08.99";"Precious and semi-precious stones; industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives; other minerals";;;;
"1209210";"6";"08.99.21";"08.99.2";"Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped";;;;
"1209211";"6";"08.99.22";"08.99.2";"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives";;;;
"1209212";"6";"08.99.29";"08.99.2";"Other minerals";;;;
"1209213";"2";"09";"B";"Mining support services";;;;
"1209214";"3";"09.1";"09";"Support services to petroleum and natural gas extraction";;;;
"1209215";"4";"09.10";"09.1";"Support services to petroleum and natural gas extraction";;;;
"1209216";"5";"09.10.1";"09.10";"Support services to petroleum and natural gas extraction";;;;
"1209217";"6";"09.10.11";"09.10.1";"Drilling services to petroleum and natural gas extraction";;;;
"1209218";"6";"09.10.12";"09.10.1";"Derrick erection, repair and dismantling services and related support services to petroleum and natural gas extraction";;;;
"1209219";"6";"09.10.13";"09.10.1";"Liquefaction and regasification services of natural gas for transportation done at the mine site";;;;
"1209220";"3";"09.9";"09";"Support services to other mining and quarrying";;;;
"1209221";"4";"09.90";"09.9";"Support services to other mining and quarrying";;;;
"1209222";"5";"09.90.1";"09.90";"Support services to other mining and quarrying";;;;
"1209223";"6";"09.90.11";"09.90.1";"Support services to hard coal extraction";;;;
"1209224";"6";"09.90.19";"09.90.1";"Support services to other mining and quarrying n.e.c.";;;;
"1209225";"1";"C";;"MANUFACTURED PRODUCTS";;;;
"1209226";"2";"10";"C";"Food products";;;;
"1209227";"3";"10.1";"10";"Preserved meat and meat products";;;;
"1209228";"4";"10.11";"10.1";"Processed and preserved meat";;;;
"1209229";"5";"10.11.1";"10.11";"Meat of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled";;;;
"1209230";"6";"10.11.11";"10.11.1";"Meat of bovine animals, fresh or chilled";;;;
"1209231";"6";"10.11.12";"10.11.1";"Meat of swine, fresh or chilled";;;;
"1209232";"6";"10.11.13";"10.11.1";"Meat of sheep, fresh or chilled";;;;
"1209233";"6";"10.11.14";"10.11.1";"Meat of goats, fresh or chilled";;;;
"1209234";"6";"10.11.15";"10.11.1";"Meat of horses and other equines, fresh or chilled";;;;
"1209235";"5";"10.11.2";"10.11";"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled";;;;
"1209236";"6";"10.11.20";"10.11.2";"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled";;;;
"1209237";"5";"10.11.3";"10.11";"Frozen meat and edible offal; other meat and edible offal";;;;
"1209238";"6";"10.11.31";"10.11.3";"Meat of bovine animals, frozen";;;;
"1209239";"6";"10.11.32";"10.11.3";"Meat of swine, frozen";;;;
"1209240";"6";"10.11.33";"10.11.3";"Meat of sheep, frozen";;;;
"1209241";"6";"10.11.34";"10.11.3";"Meat of goats, frozen";;;;
"1209242";"6";"10.11.35";"10.11.3";"Meat of horses and other equines, frozen";;;;
"1209243";"6";"10.11.39";"10.11.3";"Other meat and edible offal, fresh, chilled or frozen";;;;
"1209244";"5";"10.11.4";"10.11";"Pulled wool and raw hides and skins of bovine or equine animals, sheep and goats";;;;
"1209245";"6";"10.11.41";"10.11.4";"Pulled wool, greasy, including fleece-washed pulled wool";;;;
"1209246";"6";"10.11.42";"10.11.4";"Whole raw hides and skins of bovine or equine animals";;;;
"1209247";"6";"10.11.43";"10.11.4";"Other raw hides and skins of bovine or equine animals";;;;
"1209248";"6";"10.11.44";"10.11.4";"Raw hides and skins of sheep or lambs";;;;
"1209249";"6";"10.11.45";"10.11.4";"Raw hides and skins of goats or kids";;;;
"1209250";"5";"10.11.5";"10.11";"Fats of bovine animals, sheep, goats or pigs";;;;
"1209251";"6";"10.11.50";"10.11.5";"Fats of bovine animals, sheep, goats or pigs";;;;
"1209252";"5";"10.11.6";"10.11";"Raw offal, inedible";;;;
"1209253";"6";"10.11.60";"10.11.6";"Raw offal, inedible";;;;
"1209254";"5";"10.11.9";"10.11";"Sub-contracted operations as part of manufacturing of processed and preserved meat";;;;
"1209255";"6";"10.11.99";"10.11.9";"Sub-contracted operations as part of manufacturing of processed and preserved meat";;;;
"1209256";"4";"10.12";"10.1";"Processed and preserved poultry meat";;;;
"1209257";"5";"10.12.1";"10.12";"Meat of poultry, fresh or chilled";;;;
"1209258";"6";"10.12.10";"10.12.1";"Meat of poultry, fresh or chilled";;;;
"1209259";"5";"10.12.2";"10.12";"Meat of poultry, frozen";;;;
"1209260";"6";"10.12.20";"10.12.2";"Meat of poultry, frozen";;;;
"1209261";"5";"10.12.3";"10.12";"Fats of poultry";;;;
"1209262";"6";"10.12.30";"10.12.3";"Fats of poultry";;;;
"1209263";"5";"10.12.4";"10.12";"Edible offal of poultry";;;;
"1209264";"6";"10.12.40";"10.12.4";"Edible offal of poultry";;;;
"1209265";"5";"10.12.5";"10.12";"Feathers and skins of birds with feathers";;;;
"1209266";"6";"10.12.50";"10.12.5";"Feathers and skins of birds with feathers";;;;
"1209267";"5";"10.12.9";"10.12";"Sub-contracted operations as part of manufacturing of processed and preserved poultry meat";;;;
"1209268";"6";"10.12.99";"10.12.9";"Sub-contracted operations as part of manufacturing of processed and preserved poultry meat";;;;
"1209269";"4";"10.13";"10.1";"Meat and poultry meat products";;;;
"1209270";"5";"10.13.1";"10.13";"Preserves and preparations of meat, meat offal or blood";;;;
"1209271";"6";"10.13.11";"10.13.1";"Swine meat, cuts, salted, dried or smoked (bacon and ham)";;;;
"1209272";"6";"10.13.12";"10.13.1";"Bovine meat, salted, dried or smoked";;;;
"1209273";"6";"10.13.13";"10.13.1";"Other meat and edible meat offal, salted, in brine, dried or smoked (excluding swine and bovine meat); edible flours and meals of meat or meat offal";;;;
"1209274";"6";"10.13.14";"10.13.1";"Sausages and similar products of meat, offal or blood";;;;
"1209275";"6";"10.13.15";"10.13.1";"Other prepared and preserved meat, meat offal or blood";;;;
"1209276";"6";"10.13.16";"10.13.1";"Flours, meals and pellets of meat unfit for human consumption; greaves";;;;
"1209277";"5";"10.13.9";"10.13";"Cooking and other preparation services for the production of meat products; sub-contracted operations as part of manufacturing of meat and poultry meat products";;;;
"1209278";"6";"10.13.91";"10.13.9";"Cooking and other preparation services for the production of meat products";;;;
"1209279";"6";"10.13.99";"10.13.9";"Sub-contracted operations as part of manufacturing of meat and poultry meat products";;;;
"1209280";"3";"10.2";"10";"Processed and preserved fish, crustaceans and molluscs";;;;
"1209281";"4";"10.20";"10.2";"Processed and preserved fish, crustaceans and molluscs";;;;
"1209282";"5";"10.20.1";"10.20";"Fish, fresh, chilled or frozen";;;;
"1209283";"6";"10.20.11";"10.20.1";"Fish fillets and other fish meat (whether or not minced), fresh or chilled";;;;
"1209284";"6";"10.20.12";"10.20.1";"Fish livers and roes, fresh or chilled";;;;
"1209285";"6";"10.20.13";"10.20.1";"Fish, frozen";;;;
"1209286";"6";"10.20.14";"10.20.1";"Fish fillets, frozen";;;;
"1209287";"6";"10.20.15";"10.20.1";"Fish meat (whether or not minced), frozen";;;;
"1209288";"6";"10.20.16";"10.20.1";"Fish livers and roes, frozen";;;;
"1209289";"5";"10.20.2";"10.20";"Fish, otherwise prepared or preserved; caviar and caviar substitutes";;;;
"1209290";"6";"10.20.21";"10.20.2";"Fish fillets, dried, salted or in brine, but not smoked";;;;
"1209291";"6";"10.20.22";"10.20.2";"Fish livers, roes, fins, heads, tails, maws and other edible offal dried, smoked, salted or in brine; flours, meals and pellets of fish, fit for human consumption";;;;
"1209292";"6";"10.20.23";"10.20.2";"Fish, dried, whether or not salted, or in brine";;;;
"1209293";"6";"10.20.24";"10.20.2";"Fish, including fillets, smoked";;;;
"1209294";"6";"10.20.25";"10.20.2";"Fish, otherwise prepared or preserved, except prepared fish dishes";;;;
"1209295";"6";"10.20.26";"10.20.2";"Caviar and caviar substitutes";;;;
"1209296";"5";"10.20.3";"10.20";"Crustaceans, molluscs, seaweed and other aquatic invertebrates, frozen, prepared or preserved";;;;
"1209297";"6";"10.20.31";"10.20.3";"Crustaceans frozen, dried, salted or in brine";;;;
"1209298";"6";"10.20.32";"10.20.3";"Molluscs, frozen, dried, salted or in brine";;;;
"1209299";"6";"10.20.33";"10.20.3";"Other aquatic invertebrates and seaweed, frozen, dried, salted or in brine";;;;
"1209300";"6";"10.20.34";"10.20.3";"Crustaceans, molluscs and other aquatic invertebrates and seaweed, otherwise prepared or preserved";;;;
"1209301";"5";"10.20.4";"10.20";"Flours, meals and pellets, unfit for human consumption, and other products n.e.c. of fish or of crustaceans, molluscs or other aquatic invertebrates or seaweed";;;;
"1209302";"6";"10.20.41";"10.20.4";"Flours, meals and pellets of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed, unfit for human consumption";;;;
"1209303";"6";"10.20.42";"10.20.4";"Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed";;;;
"1209304";"5";"10.20.9";"10.20";"Smoking and other preservation and preparation services for manufacture of fish products; sub-contracted operations as part of manufacturing of processed and preserved fish, crustaceans and molluscs";;;;
"1209305";"6";"10.20.91";"10.20.9";"Smoking and other preservation and preparation services for manufacture of fish products";;;;
"1209306";"6";"10.20.99";"10.20.9";"Sub-contracted operations as part of manufacturing of processed and preserved fish, crustaceans and molluscs";;;;
"1209307";"3";"10.3";"10";"Processed and preserved fruit and vegetables";;;;
"1209308";"4";"10.31";"10.3";"Processed and preserved potatoes";;;;
"1209309";"5";"10.31.1";"10.31";"Processed and preserved potatoes";;;;
"1209310";"6";"10.31.11";"10.31.1";"Potatoes, frozen";;;;
"1209311";"6";"10.31.12";"10.31.1";"Dried potatoes whether or not cut or sliced but not further prepared";;;;
"1209312";"6";"10.31.13";"10.31.1";"Dried potatoes in the form of flour, meal, flakes, granulates and pellets";;;;
"1209313";"6";"10.31.14";"10.31.1";"Potatoes prepared or preserved";;;;
"1209314";"5";"10.31.9";"10.31";"Cooking and other preparation services for potatoes and potato products; sub-contracted operations as part of manufacturing of processed and preserved potatoes";;;;
"1209315";"6";"10.31.91";"10.31.9";"Cooking and other preparation services for potatoes and potato products";;;;
"1209316";"6";"10.31.99";"10.31.9";"Sub-contracted operations as part of manufacturing of processed and preserved potatoes";;;;
"1209317";"4";"10.32";"10.3";"Fruit and vegetable juices";;;;
"1209318";"5";"10.32.1";"10.32";"Fruit and vegetable juices";;;;
"1209319";"6";"10.32.11";"10.32.1";"Tomato juice";;;;
"1209320";"6";"10.32.12";"10.32.1";"Orange juice";;;;
"1209321";"6";"10.32.13";"10.32.1";"Grapefruit juice";;;;
"1209322";"6";"10.32.14";"10.32.1";"Pineapple juice";;;;
"1209323";"6";"10.32.15";"10.32.1";"Grape juice";;;;
"1209324";"6";"10.32.16";"10.32.1";"Apple juice";;;;
"1209325";"6";"10.32.17";"10.32.1";"Mixtures of fruit and vegetable juices";;;;
"1209326";"6";"10.32.19";"10.32.1";"Other fruit and vegetable juices";;;;
"1209327";"5";"10.32.9";"10.32";"Sub-contracted operations as part of manufacturing of fruit and vegetable juice";;;;
"1209328";"6";"10.32.99";"10.32.9";"Sub-contracted operations as part of manufacturing of fruit and vegetable juice";;;;
"1209329";"4";"10.39";"10.3";"Other processed and preserved fruit and vegetables";;;;
"1209330";"5";"10.39.1";"10.39";"Processed and preserved vegetables, excluding potatoes";;;;
"1209331";"6";"10.39.11";"10.39.1";"Vegetables, frozen";;;;
"1209332";"6";"10.39.12";"10.39.1";"Vegetables provisionally preserved";;;;
"1209333";"6";"10.39.13";"10.39.1";"Dried vegetables";;;;
"1209334";"6";"10.39.14";"10.39.1";"Cut and packaged vegetables and fruits";;;;
"1209335";"6";"10.39.15";"10.39.1";"Beans, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes";;;;
"1209336";"6";"10.39.16";"10.39.1";"Peas, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes";;;;
"1209337";"6";"10.39.17";"10.39.1";"Other vegetables (except potatoes), preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes";;;;
"1209338";"6";"10.39.18";"10.39.1";"Vegetables (except potatoes), fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid";;;;
"1209339";"5";"10.39.2";"10.39";"Processed and preserved fruit and nuts";;;;
"1209340";"6";"10.39.21";"10.39.2";"Fruit and nuts, uncooked or cooked, frozen";;;;
"1209341";"6";"10.39.22";"10.39.2";"Jams, fruit jellies and fruit or nut puree and pastes";;;;
"1209342";"6";"10.39.23";"10.39.2";"Nuts, groundnuts, roasted, salted or otherwise prepared";;;;
"1209343";"6";"10.39.24";"10.39.2";"Fruit and nuts, provisionally preserved, not for immediate consumption";;;;
"1209344";"6";"10.39.25";"10.39.2";"Groundnuts and nuts, shelled";;;"Peeled sunflowers seeds";
"1209345";"6";"10.39.29";"10.39.2";"Other prepared, dried or preserved fruits and nuts";;;;
"1209346";"5";"10.39.3";"10.39";"Vegetable materials and vegetable waste, vegetable residues and by-products";;;;
"1209347";"6";"10.39.30";"10.39.3";"Vegetable materials and vegetable waste, vegetable residues and by-products";;;;
"1209348";"5";"10.39.9";"10.39";"Cooking and other preparation services for the preservation of fruit and vegetables; sub-contracted operations as part of manufacturing of other processed and preserved fruit and vegetables";;;;
"1209349";"6";"10.39.91";"10.39.9";"Cooking and other preparation services for the preservation of fruit and vegetables";;;;
"1209350";"6";"10.39.99";"10.39.9";"Sub-contracted operations as part of manufacturing of other processed and preserved fruit and vegetables";;;;
"1209351";"3";"10.4";"10";"Vegetable and animal oils and fats";;;;
"1209352";"4";"10.41";"10.4";"Oils and fats";;;;
"1209353";"5";"10.41.1";"10.41";"Animal oils and fats, their fractions, crude";;;;
"1209354";"6";"10.41.11";"10.41.1";"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared";;;;
"1209355";"6";"10.41.12";"10.41.1";"Fats and oils and their fractions, of fish and marine mammals";;;;
"1209356";"6";"10.41.19";"10.41.1";"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified";;;;
"1209357";"5";"10.41.2";"10.41";"Vegetable oils, crude";;;;
"1209358";"6";"10.41.21";"10.41.2";"Groundnut oil, crude";;;;
"1209359";"6";"10.41.22";"10.41.2";"Olive oil, crude";;;;
"1209360";"6";"10.41.23";"10.41.2";"Sunflower-seed oil, crude";;;;
"1209361";"6";"10.41.24";"10.41.2";"Rape, colza and mustard oil, crude";;;;
"1209362";"6";"10.41.25";"10.41.2";"Palm oil, crude";;;;
"1209363";"6";"10.41.29";"10.41.2";"Other vegetable oils, crude";;;;
"1209364";"5";"10.41.3";"10.41";"Cotton linters";;;;
"1209365";"6";"10.41.30";"10.41.3";"Cotton linters";;;;
"1209366";"5";"10.41.4";"10.41";"Oil-cake and other solid residues, of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits";;;;
"1209367";"6";"10.41.41";"10.41.4";"Oil-cake and other solid residues, of vegetable fats or oils";;;;
"1209368";"6";"10.41.42";"10.41.4";"Flours and meals of oil seeds or oleaginous fruits, except those of mustard";;;;
"1209369";"5";"10.41.5";"10.41";"Refined oils, except residues";;;;
"1209370";"6";"10.41.51";"10.41.5";"Soya-bean oil and its fractions, refined but not chemically modified";;;;
"1209371";"6";"10.41.52";"10.41.5";"Groundnut oil and its fractions, refined but not chemically modified";;;;
