"Order";"Level";"Code";"Parent";"Description";"This item includes";"This item also includes";"Rulings";"This item excludes"
"1214143";"5";"91.02.2";"91.02";"Museum collections";;;;
"1214144";"6";"91.02.20";"91.02.2";"Museum collections";;;;
"1214145";"4";"91.03";"91.0";"Operation services of historical sites and buildings and similar visitor attractions";;;;
"1214146";"5";"91.03.1";"91.03";"Operation services of historical sites and buildings and similar visitor attractions";;;;
"1214147";"6";"91.03.10";"91.03.1";"Operation services of historical sites and buildings and similar visitor attractions";;;;
"1214148";"4";"91.04";"91.0";"Botanical and zoological garden services and nature reserve services";;;;
"1214149";"5";"91.04.1";"91.04";"Botanical and zoological garden services and nature reserve services";;;;
"1214150";"6";"91.04.11";"91.04.1";"Botanical and zoological garden services";;;;
"1214151";"6";"91.04.12";"91.04.1";"Nature reserves services, including wildlife preservation services";;;;
"1214152";"2";"92";"R";"Gambling and betting services";;;;
"1214153";"3";"92.0";"92";"Gambling and betting services";;;;
"1214154";"4";"92.00";"92.0";"Gambling and betting services";;;;
"1214155";"5";"92.00.1";"92.00";"Gambling services";;;;
"1214156";"6";"92.00.11";"92.00.1";"Gambling table services";;;;
"1214157";"6";"92.00.12";"92.00.1";"Gambling machine services";;;;
"1214158";"6";"92.00.13";"92.00.1";"Lotteries, numerical games and bingo services";;;;
"1214159";"6";"92.00.14";"92.00.1";"On-line gambling services";;;;
"1214160";"6";"92.00.19";"92.00.1";"Other gambling services";;;;
"1214161";"5";"92.00.2";"92.00";"Betting services";;;;
"1214162";"6";"92.00.21";"92.00.2";"On-line betting services";;;;
"1214163";"6";"92.00.29";"92.00.2";"Other betting services";;;;
"1214164";"2";"93";"R";"Sporting services and amusement and recreation services";;;;
"1214165";"3";"93.1";"93";"Sporting services";;;;
"1214166";"4";"93.11";"93.1";"Sports facility operation services";;;;
"1214167";"5";"93.11.1";"93.11";"Sports facility operation services";;;;
"1214168";"6";"93.11.10";"93.11.1";"Sports facility operation services";;;;
"1214169";"4";"93.12";"93.1";"Services of sport clubs";;;;
"1214170";"5";"93.12.1";"93.12";"Services of sport clubs";;;;
"1214171";"6";"93.12.10";"93.12.1";"Services of sport clubs";;;;
"1214172";"4";"93.13";"93.1";"Services of fitness facilities";;;;
"1214173";"5";"93.13.1";"93.13";"Services of fitness facilities";;;;
"1214174";"6";"93.13.10";"93.13.1";"Services of fitness facilities";;;;
"1214175";"4";"93.19";"93.1";"Other sporting services";;;;
"1214176";"5";"93.19.1";"93.19";"Other sporting services";;;;
"1214177";"6";"93.19.11";"93.19.1";"Sports and recreational sports event promotion services";;;;
"1214178";"6";"93.19.12";"93.19.1";"Services of athletes";;;;
"1214179";"6";"93.19.13";"93.19.1";"Support services related to sports and recreation";;;;
"1214180";"6";"93.19.19";"93.19.1";"Other sports and recreational sports services";;;"Vertical, aerodynamic wind tunnel services";
"1214181";"3";"93.2";"93";"Amusement and recreation services";;;;
"1214182";"4";"93.21";"93.2";"Amusement park and theme park services";;;;
"1214183";"5";"93.21.1";"93.21";"Amusement park and theme park services";;;;
"1214184";"6";"93.21.10";"93.21.1";"Amusement park and theme park services";;;;
"1214185";"4";"93.29";"93.2";"Other amusement and recreation services";;;;
"1214186";"5";"93.29.1";"93.29";"Other recreational services n.e.c.";;;;
"1214187";"6";"93.29.11";"93.29.1";"Recreation parks and beach services";;;;
"1214188";"6";"93.29.19";"93.29.1";"Miscellaneous recreational services n.e.c.";;;;
"1214189";"5";"93.29.2";"93.29";"Other entertainment services n.e.c.";;;;
"1214190";"6";"93.29.21";"93.29.2";"Firework and ""light and sound"" shows services";;;;
"1214191";"6";"93.29.22";"93.29.2";"Coin-operated games machine services";;;;
"1214192";"6";"93.29.29";"93.29.2";"Entertainment services n.e.c.";;;;
"1214193";"1";"S";;"OTHER SERVICES";;;;
"1214194";"2";"94";"S";"Services furnished by membership organisations";;;;
"1214195";"3";"94.1";"94";"Services furnished by business, employers and professional membership organisations";;;;
"1214196";"4";"94.11";"94.1";"Services furnished by business and employers membership organisations";;;;
"1214197";"5";"94.11.1";"94.11";"Services furnished by business and employers membership organisations";;;;
"1214198";"6";"94.11.10";"94.11.1";"Services furnished by business and employers membership organisations";;;;
"1214199";"4";"94.12";"94.1";"Services furnished by professional membership organisations";;;;
"1214200";"5";"94.12.1";"94.12";"Services furnished by professional membership organisations";;;;
"1214201";"6";"94.12.10";"94.12.1";"Services furnished by professional membership organisations";;;;
"1214202";"3";"94.2";"94";"Services furnished by trade unions";;;;
"1214203";"4";"94.20";"94.2";"Services furnished by trade unions";;;;
"1214204";"5";"94.20.1";"94.20";"Services furnished by trade unions";;;;
"1214205";"6";"94.20.10";"94.20.1";"Services furnished by trade unions";;;;
"1214206";"3";"94.9";"94";"Services furnished by other membership organisations";;;;
"1214207";"4";"94.91";"94.9";"Services furnished by religious organisations";;;;
"1214208";"5";"94.91.1";"94.91";"Services furnished by religious organisations";;;;
"1214209";"6";"94.91.10";"94.91.1";"Services furnished by religious organisations";;;;
"1214210";"4";"94.92";"94.9";"Services furnished by political organisations";;;;
"1214211";"5";"94.92.1";"94.92";"Services furnished by political organisations";;;;
"1214212";"6";"94.92.10";"94.92.1";"Services furnished by political organisations";;;;
"1214213";"4";"94.99";"94.9";"Services furnished by other membership organisations n.e.c.";;;;
"1214214";"5";"94.99.1";"94.99";"Services (except grant-giving services) furnished by other membership organisations n.e.c.";;;;
"1214215";"6";"94.99.11";"94.99.1";"Services furnished by human rights organisations";;;;
"1214216";"6";"94.99.12";"94.99.1";"Services furnished by environmental advocacy groups";;;;
"1214217";"6";"94.99.13";"94.99.1";"Special group protection services";;;;
"1214218";"6";"94.99.14";"94.99.1";"Other civic betterment and community facility support services";;;;
"1214219";"6";"94.99.15";"94.99.1";"Services provided by youth associations";;;;
"1214220";"6";"94.99.16";"94.99.1";"Services provided by cultural and recreational associations";;;;
"1214221";"6";"94.99.17";"94.99.1";"Services provided by other civic and social organisations";;;;
"1214222";"6";"94.99.19";"94.99.1";"Services provided by other membership organisations n.e.c.";;;;
"1214223";"5";"94.99.2";"94.99";"Grant-giving services by membership organisations";;;;
"1214224";"6";"94.99.20";"94.99.2";"Grant-giving services by membership organisations";;;;
"1214225";"2";"95";"S";"Repair services of computers and personal and household goods";;;;
"1214226";"3";"95.1";"95";"Repair services of computers and communication equipment";;;;
"1214227";"4";"95.11";"95.1";"Repair services of computers and peripheral equipment";;;;
"1214228";"5";"95.11.1";"95.11";"Repair services of computers and peripheral equipment";;;;
"1214229";"6";"95.11.10";"95.11.1";"Repair services of computers and peripheral equipment";;;;
"1214230";"4";"95.12";"95.1";"Repair services of communication equipment";;;;
"1214231";"5";"95.12.1";"95.12";"Repair services of communication equipment";;;;
"1214232";"6";"95.12.10";"95.12.1";"Repair services of communication equipment";;;;
"1214233";"3";"95.2";"95";"Repair services of personal and household goods";;;;
"1214234";"4";"95.21";"95.2";"Repair services of consumer electronics";;;;
"1214235";"5";"95.21.1";"95.21";"Repair services of consumer electronics";;;;
"1214236";"6";"95.21.10";"95.21.1";"Repair services of consumer electronics";;;;
"1214237";"4";"95.22";"95.2";"Repair services of household appliances and home and garden equipment";;;;
"1214238";"5";"95.22.1";"95.22";"Repair services of household appliances and home and garden equipment";;;;
"1214239";"6";"95.22.10";"95.22.1";"Repair services of household appliances and home and garden equipment";;;;
"1214240";"4";"95.23";"95.2";"Repair services of footwear and leather goods";;;;
"1214241";"5";"95.23.1";"95.23";"Repair services of footwear and leather goods";;;;
"1214242";"6";"95.23.10";"95.23.1";"Repair services of footwear and leather goods";;;;
"1214243";"4";"95.24";"95.2";"Repair services of furniture and home furnishings";;;;
"1214244";"5";"95.24.1";"95.24";"Repair services of furniture and home furnishings";;;;
"1214245";"6";"95.24.10";"95.24.1";"Repair services of furniture and home furnishings";;;;
"1214246";"4";"95.25";"95.2";"Repair services of watches, clocks and jewellery";;;;
"1214247";"5";"95.25.1";"95.25";"Repair services of watches, clocks and jewellery";;;;
"1214248";"6";"95.25.11";"95.25.1";"Repair services of watches and clocks";;;;
"1214249";"6";"95.25.12";"95.25.1";"Repair services of jewellery";;;;
"1214250";"4";"95.29";"95.2";"Repair services of other personal and household goods";;;;
"1214251";"5";"95.29.1";"95.29";"Repair services of other personal and household goods";;;;
"1214252";"6";"95.29.11";"95.29.1";"Repair and alteration services of garment and household textile articles";;;;
"1214253";"6";"95.29.12";"95.29.1";"Repair services of bicycles";;;;
"1214254";"6";"95.29.13";"95.29.1";"Repair and maintenance services of musical instruments";;;;
"1214255";"6";"95.29.14";"95.29.1";"Repair and maintenance services of sports equipment";;;;
"1214256";"6";"95.29.19";"95.29.1";"Repair services of other personal and household goods n.e.c.";;;;
"1214257";"2";"96";"S";"Other personal services";;;;
"1214258";"3";"96.0";"96";"Other personal services";;;;
"1214259";"4";"96.01";"96.0";"Washing and (dry-)cleaning services of textile and fur products";;;;
"1214260";"5";"96.01.1";"96.01";"Washing and (dry-)cleaning services of textile and fur products";;;;
"1214261";"6";"96.01.11";"96.01.1";"Coin-operated laundry services";;;;
"1214262";"6";"96.01.12";"96.01.1";"Dry cleaning services (including fur product cleaning services)";;;;
"1214263";"6";"96.01.13";"96.01.1";"Pressing services";;;;
"1214264";"6";"96.01.14";"96.01.1";"Dyeing and colouring services";;;;
"1214265";"6";"96.01.15";"96.01.1";"Textile cleaning services at home";;;;
"1214266";"6";"96.01.19";"96.01.1";"Other textile cleaning services";;;;
"1214267";"4";"96.02";"96.0";"Hairdressing and other beauty treatment services";;;;
"1214268";"5";"96.02.1";"96.02";"Hairdressing and other beauty treatment services";;;;
"1214269";"6";"96.02.11";"96.02.1";"Hairdressing services for women and girls";;;;
"1214270";"6";"96.02.12";"96.02.1";"Hairdressing and barbers' services for men and boys";;;;
"1214271";"6";"96.02.13";"96.02.1";"Cosmetic treatment, manicuring and pedicuring services";;;;
"1214272";"6";"96.02.14";"96.02.1";"Hairdressing and barbers services, cosmetic treatment, manicuring and pedicuring services, at home";;;;
"1214273";"6";"96.02.19";"96.02.1";"Other beauty treatment services";;;;
"1214274";"5";"96.02.2";"96.02";"Human hair, unworked";;;;
"1214275";"6";"96.02.20";"96.02.2";"Human hair, unworked";;;;
"1214276";"4";"96.03";"96.0";"Funeral and related services";;;;
"1214277";"5";"96.03.1";"96.03";"Funeral and related services";;;;
"1214278";"6";"96.03.11";"96.03.1";"Cemeteries and cremation services";;;;
"1214279";"6";"96.03.12";"96.03.1";"Undertaking services";;;;
"1214280";"4";"96.04";"96.0";"Physical well-being services";;;;
"1214281";"5";"96.04.1";"96.04";"Physical well-being services";;;;
"1214282";"6";"96.04.10";"96.04.1";"Physical well-being services";;;;
"1214283";"4";"96.09";"96.0";"Other personal services n.e.c.";;;;
"1214284";"5";"96.09.1";"96.09";"Other personal services n.e.c.";;;;
"1214285";"6";"96.09.11";"96.09.1";"Pet care services";;;;
"1214286";"6";"96.09.12";"96.09.1";"Escort services";;;;
"1214287";"6";"96.09.13";"96.09.1";"Coin-operated machine services n.e.c.";;;;
"1214288";"6";"96.09.19";"96.09.1";"Other miscellaneous services n.e.c.";;;;
"1214289";"1";"T";;"SERVICES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS AND SERVICES PRODUCED BY HOUSEHOLDS FOR OWN USE";;;;
"1214290";"2";"97";"T";"Services of households as employers of domestic personnel";;;;
"1214291";"3";"97.0";"97";"Services of households as employers of domestic personnel";;;;
"1214292";"4";"97.00";"97.0";"Services of households as employers of domestic personnel";;;;
"1214293";"5";"97.00.1";"97.00";"Services of households as employers of domestic personnel";;;;
"1214294";"6";"97.00.11";"97.00.1";"Services of households as employers of domestic personnel providing child care services";;;;
"1214295";"6";"97.00.12";"97.00.1";"Services of households as employers of domestic personnel providing assistance services for the elderly, without medical care";;;;
"1214296";"6";"97.00.13";"97.00.1";"Services of households as employers of domestic personnel providing assistance services for disabled adults, without medical care";;;;
"1214297";"6";"97.00.14";"97.00.1";"Services of households as employers of domestic personnel providing housing and household assistance services for daily life";;;;
"1214298";"6";"97.00.19";"97.00.1";"Other services of households as employers of domestic personnel";;;;
"1214299";"2";"98";"T";"Undifferentiated goods and services produced by private households for own use";;;;
"1214300";"3";"98.1";"98";"Undifferentiated goods produced by private households for own use";;;;
"1214301";"4";"98.10";"98.1";"Undifferentiated goods produced by private households for own use";;;;
"1214302";"5";"98.10.1";"98.10";"Undifferentiated goods produced by private households for own use";;;;
"1214303";"6";"98.10.10";"98.10.1";"Undifferentiated goods produced by private households for own use";;;;
"1214304";"3";"98.2";"98";"Undifferentiated services produced by private households for own use";;;;
"1214305";"4";"98.20";"98.2";"Undifferentiated services produced by private households for own use";;;;
"1214306";"5";"98.20.1";"98.20";"Undifferentiated services produced by private households for own use";;;;
